level_0,Date_reported,AFRO,AMRO,EMRO,EURO,Other,SEARO,WPRO,MA_AFRO,MA_AMRO,MA_EMRO,MA_EURO,MA_SEARO,MA_WPRO
New_cases,2020-11-11,5399,162849,35146,253095,0,54215,4022,5541.0,163371.57142857142,32126.85714285714,289188.85714285716,55702.57142857143,4521.571428571428
New_cases,2020-11-12,5872,197723,36177,288845,0,57223,4734,5618.857142857143,171771.14285714287,32601.285714285714,287140.5714285714,55305.42857142857,4690.714285714285
New_cases,2020-11-13,6835,234437,37144,311385,0,53485,4447,5681.857142857143,181400.42857142858,33437.57142857143,284934.28571428574,54113.142857142855,4708.285714285715
New_cases,2020-11-14,6782,269225,35107,295701,0,55551,5443,5701.428571428572,194070.85714285713,33679.71428571428,279455.28571428574,53973.71428571428,4709.142857142857
New_cases,2020-11-15,5143,252672,33445,279482,0,51506,4733,5855.714285714285,207285.42857142858,34070.28571428572,270589.28571428574,53398.0,4710.428571428572
New_cases,2020-11-16,6019,230670,32915,234281,0,41383,4618,6055.428571428572,213445.0,34411.857142857145,268511.5714285714,51361.28571428572,4713.285714285715
New_cases,2020-11-17,4758,181922,32959,211288,0,37703,4791,5829.714285714285,218499.7142857143,34699.0,267725.28571428574,50152.28571428572,4684.0
New_cases,2020-11-18,6812,195699,37527,265878,0,47152,4506,6031.571428571428,223192.57142857142,35039.142857142855,269551.4285714286,49143.28571428572,4753.142857142857
New_cases,2020-11-19,7051,231754,41011,276700,0,55350,4958,6200.0,228054.14285714287,35729.71428571428,267816.4285714286,48875.71428571428,4785.142857142857
New_cases,2020-11-20,8220,235304,36775,284505,0,57218,5680,6397.857142857143,228178.0,35677.0,263976.4285714286,49409.0,4961.285714285715
New_cases,2020-11-21,7419,257859,36663,281043,0,57319,5679,6488.857142857143,226554.2857142857,35899.28571428572,261882.42857142858,49661.57142857143,4995.0
New_cases,2020-11-22,6827,270290,33244,254458,0,55697,5814,6729.428571428572,229071.14285714287,35870.57142857143,258307.57142857142,50260.28571428572,5149.428571428572
New_cases,2020-11-23,6291,251823,35431,205690,0,53986,5745,6768.285714285715,232093.0,36230.0,254223.14285714287,52060.71428571428,5310.428571428572
New_cases,2020-11-24,5267,199949,31850,184802,0,48568,6118,6841.0,234668.2857142857,36071.57142857143,250439.42857142858,53612.857142857145,5500.0
New_cases,2020-11-25,6507,208227,35896,231113,0,54834,5613,6797.428571428572,236458.0,35838.57142857143,245473.0,54710.28571428572,5658.142857142857
New_cases,2020-11-26,7601,236413,37656,250629,0,56019,5095,6876.0,237123.57142857142,35359.28571428572,241748.57142857142,54805.857142857145,5677.714285714285
New_cases,2020-11-27,7178,273652,37831,281579,0,54160,5379,6727.142857142857,242601.85714285713,35510.142857142855,241330.57142857142,54369.0,5634.714285714285
New_cases,2020-11-28,8765,224549,37822,273861,0,53082,6202,6919.428571428572,237843.2857142857,35675.71428571428,240304.57142857142,53763.71428571428,5709.428571428572
New_cases,2020-11-29,6874,258302,32829,249649,0,50531,6337,6926.142857142857,236130.7142857143,35616.42857142857,239617.57142857142,53025.71428571428,5784.142857142857
New_cases,2020-11-30,5544,235540,34572,203009,0,49971,6157,6819.428571428572,233804.57142857142,35493.71428571428,239234.57142857142,52452.142857142855,5843.0
New_cases,2020-12-01,6337,213554,32959,190881,0,41791,5822,6972.285714285715,235748.14285714287,35652.142857142855,240103.0,51484.0,5800.714285714285
New_cases,2020-12-02,5965,210062,35657,221550,0,47620,5320,6894.857142857143,236010.2857142857,35618.0,238736.85714285713,50453.42857142857,5758.857142857143
New_cases,2020-12-03,8089,269350,35878,260457,0,47167,5630,6964.571428571428,240715.57142857142,35364.0,240140.85714285713,49188.857142857145,5835.285714285715
New_cases,2020-12-04,8805,293320,37891,268403,0,50086,5518,7197.0,243525.2857142857,35372.57142857143,238258.57142857142,48606.857142857145,5855.142857142857
New_cases,2020-12-05,9513,315772,34050,268349,0,48082,5511,7303.857142857143,256557.14285714287,34833.71428571428,237471.14285714287,47892.57142857143,5756.428571428572
New_cases,2020-12-06,8790,308218,31556,250205,0,47679,6081,7577.571428571428,263688.0,34651.857142857145,237550.57142857142,47485.142857142855,5719.857142857143
New_cases,2020-12-07,8601,293465,31208,208714,3,43416,5869,8014.285714285715,271963.0,34171.28571428572,238365.57142857142,46548.71428571428,5678.714285714285
New_cases,2020-12-08,8237,237603,28681,189030,0,37313,5794,8285.714285714286,275398.5714285714,33560.142857142855,238101.14285714287,45909.0,5674.714285714285
New_cases,2020-12-09,7341,238847,29830,234331,0,43803,5377,8482.285714285714,279510.71428571426,32727.714285714286,239927.0,45363.71428571428,5682.857142857143
New_cases,2020-12-10,13683,307151,30569,256805,0,42153,5984,9281.42857142857,284910.85714285716,31969.285714285714,239405.2857142857,44647.42857142857,5733.428571428572
New_cases,2020-12-11,12672,328019,29987,277811,0,41224,7565,9833.857142857143,289867.85714285716,30840.14285714286,240749.2857142857,43381.42857142857,6025.857142857143
New_cases,2020-12-12,12659,303063,27524,278779,0,40596,7295,10283.285714285714,288052.28571428574,29907.85714285714,242239.2857142857,42312.0,6280.714285714285
New_cases,2020-12-13,11284,345916,24286,252868,0,41803,7391,10639.57142857143,293437.71428571426,28869.285714285714,242619.7142857143,41472.57142857143,6467.857142857143
New_cases,2020-12-14,15886,301528,24563,210843,0,37490,5535,11680.285714285714,294589.5714285714,27920.0,242923.85714285713,40626.0,6420.142857142857
New_cases,2020-12-15,8259,240737,21991,198347,0,32028,6069,11683.42857142857,295037.28571428574,26964.285714285714,244254.85714285713,39871.0,6459.428571428572
New_cases,2020-12-16,12095,266620,25872,250422,0,37151,6410,12362.57142857143,299004.85714285716,26398.85714285714,246553.57142857142,38920.71428571428,6607.0
New_cases,2020-12-17,13255,291600,27667,279603,0,34284,6761,12301.42857142857,296783.28571428574,25984.285714285714,249810.42857142858,37796.57142857143,6718.0
New_cases,2020-12-18,15629,356159,26229,297950,0,34691,7138,12723.857142857143,300803.28571428574,25447.428571428572,252687.42857142858,36863.28571428572,6657.0
New_cases,2020-12-19,13923,352665,25411,277708,0,35166,7952,12904.42857142857,307889.28571428574,25145.571428571428,252534.42857142858,36087.57142857143,6750.857142857143
New_cases,2020-12-20,15606,511893,22869,246980,0,38197,6793,13521.857142857143,331600.28571428574,24943.14285714286,251693.2857142857,35572.42857142857,6665.428571428572
New_cases,2020-12-21,13044,304135,23005,210759,0,35877,6836,13115.857142857143,331972.71428571426,24720.571428571428,251681.2857142857,35342.0,6851.285714285715
New_cases,2020-12-22,13074,262231,19892,206831,0,29965,7076,13803.714285714286,335043.28571428574,24420.714285714286,252893.2857142857,35047.28571428572,6995.142857142857
New_cases,2020-12-23,13875,247875,22903,252484,0,34484,7168,14058.0,332365.4285714286,23996.571428571428,253187.85714285713,34666.28571428572,7103.428571428572
New_cases,2020-12-24,18220,303220,24342,284579,1,36000,6796,14767.285714285714,334025.4285714286,23521.571428571428,253898.7142857143,34911.42857142857,7108.428571428572
New_cases,2020-12-25,19666,327336,24537,271773,0,33084,8631,15344.0,329907.85714285716,23279.85714285714,250159.14285714287,34681.857142857145,7321.714285714285
New_cases,2020-12-26,20671,308404,22950,219014,0,33506,7933,16308.0,323584.85714285716,22928.285714285714,241774.2857142857,34444.71428571428,7319.0
New_cases,2020-12-27,15980,211020,19966,167716,0,29062,8628,16361.42857142857,280603.0,22513.571428571428,230450.85714285713,33139.71428571428,7581.142857142857
New_cases,2020-12-28,12782,233807,19984,163113,0,29532,5962,16324.0,270556.14285714284,22082.0,223644.2857142857,32233.285714285714,7456.285714285715
New_cases,2020-12-29,13260,204101,20075,190635,0,25389,6599,16350.57142857143,262251.85714285716,22108.14285714286,221330.57142857142,31579.571428571428,7388.142857142857
New_cases,2020-12-30,14163,237049,22206,264808,0,31467,7587,16391.714285714286,260705.2857142857,22008.571428571428,223091.14285714287,31148.571428571428,7448.0
New_cases,2020-12-31,24035,316613,24685,312939,0,33112,7801,17222.428571428572,262618.5714285714,22057.571428571428,227142.57142857142,30736.0,7591.571428571428
New_cases,2021-01-01,24436,349480,24510,300759,0,31372,9448,17903.85714285714,265782.0,22053.714285714286,231283.42857142858,30491.428571428572,7708.285714285715
New_cases,2021-01-02,0,353646,22727,232128,0,29892,8405,14950.857142857143,272245.14285714284,22021.85714285714,233156.85714285713,29975.14285714286,7775.714285714285
New_cases,2021-01-03,41331,242857,20508,187411,0,27828,7176,18572.428571428572,276793.28571428574,22099.285714285714,235970.42857142858,29798.85714285714,7568.285714285715
New_cases,2021-01-04,16932,339324,22351,194713,0,26868,6713,19165.285714285714,291867.14285714284,22437.428571428572,240484.7142857143,29418.285714285714,7675.571428571428
New_cases,2021-01-05,17880,267059,20639,219314,0,26070,7762,19825.285714285714,300861.14285714284,22518.0,244581.7142857143,29515.571428571428,7841.714285714285
New_cases,2021-01-06,20679,243788,23805,292799,0,28584,8403,20756.14285714286,301823.85714285716,22746.428571428572,248580.42857142858,29103.714285714286,7958.285714285715
New_cases,2021-01-07,30698,348951,25362,325465,0,32068,10834,21708.0,306443.5714285714,22843.14285714286,250369.85714285713,28954.571428571428,8391.57142857143
New_cases,2021-01-08,28631,437306,27297,280652,0,30243,12177,22307.285714285714,318990.14285714284,23241.285714285714,247497.42857142858,28793.285714285714,8781.42857142857
New_cases,2021-01-09,30961,441723,26694,298086,0,13248,13144,26730.285714285714,331572.5714285714,23808.0,256920.0,26415.571428571428,9458.42857142857
New_cases,2021-01-10,28863,444154,25132,256869,0,49589,12906,24949.14285714286,360329.28571428574,24468.571428571428,266842.5714285714,29524.285714285714,10277.0
New_cases,2021-01-11,27104,381939,24082,208133,0,28672,10978,26402.285714285714,366417.14285714284,24715.85714285714,268759.71428571426,29782.0,10886.285714285714
New_cases,2021-01-12,25493,309078,23412,173540,0,24113,10550,27489.85714285714,372419.85714285716,25112.0,262220.5714285714,29502.428571428572,11284.57142857143
